"","NucCoreID","BioSampleID","N.betalactamase.hits","Gene.hits","Country","Region","Year","TaxSpecies","TaxGenus","TaxFamily","TaxOrder","TaxClass","TaxPhylum","NCBI.host","NCBI.isolation_source","NCBI.env_local_scale","NCBI.collected_by","Contig"
"NZ_CP069050.1","NZ_CP069050.1","SAMN16246926",2,"TEM-1,KPC-3","Colombia","Latin America & Caribbean","2015","Klebsiella pneumoniae","Klebsiella","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood",NA,"Bacterial Molecular Genetics Laboratory","plasmid"
"NZ_CP062219.1","NZ_CP062219.1","SAMN16275376",1,"OXA-50","China","East Asia & Pacific","2018","Pseudomonas aeruginosa","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria",NA,"soil",NA,NA,"chromosome"
"NZ_CP062919.1","NZ_CP062919.1","SAMN16304032",1,"OXA-78","Canada","North America","2018","Acinetobacter baumannii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","swab",NA,"Agriculture and Agri-Food Canada","chromosome"
"NZ_JADAID010000134.1","NZ_JADAID010000134.1","SAMN16304066",1,"TEM-1","Canada","North America","2017","Escherichia fergusonii","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062913.1","NZ_CP062913.1","SAMN16304114",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062907.1","NZ_CP062907.1","SAMN16304132",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062903.1","NZ_CP062903.1","SAMN16304146",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062899.1","NZ_CP062899.1","SAMN16304147",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062892.1","NZ_CP062892.1","SAMN16304150",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062887.1","NZ_CP062887.1","SAMN16304175",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062877.1","NZ_CP062877.1","SAMN16304178",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062873.1","NZ_CP062873.1","SAMN16304185",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062869.1","NZ_CP062869.1","SAMN16304193",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062870.1","NZ_CP062870.1","SAMN16304193",1,"TEM-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062866.1","NZ_CP062866.1","SAMN16304199",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062862.1","NZ_CP062862.1","SAMN16304205",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062855.1","NZ_CP062855.1","SAMN16304208",1,"CMY-2","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","chromosome"
"NZ_CP062858.1","NZ_CP062858.1","SAMN16304208",1,"TEM-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062853.1","NZ_CP062853.1","SAMN16304211",1,"CTX-M-15","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","chromosome"
"NZ_CP062851.1","NZ_CP062851.1","SAMN16304212",1,"CTX-M-15","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","chromosome"
"NZ_CP062842.1","NZ_CP062842.1","SAMN16304229",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062836.1","NZ_CP062836.1","SAMN16304231",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062830.1","NZ_CP062830.1","SAMN16304239",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062825.1","NZ_CP062825.1","SAMN16304240",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062822.1","NZ_CP062822.1","SAMN16304245",1,"IMP-64","Canada","North America","2017","Providencia rettgeri","Providencia","Morganellaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","manure",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_JADACH010000184.1","NZ_JADACH010000184.1","SAMN16304246",1,"IMP-64","Canada","North America","2017","Providencia rettgeri","Providencia","Morganellaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","manure",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_JADACG010000093.1","NZ_JADACG010000093.1","SAMN16304247",1,"IMP-64","Canada","North America","2017","Providencia rettgeri","Providencia","Morganellaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","manure",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_JADACF010000214.1","NZ_JADACF010000214.1","SAMN16304248",1,"IMP-64","Canada","North America","2017","Providencia rettgeri","Providencia","Morganellaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","manure",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062819.1","NZ_CP062819.1","SAMN16304267",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062812.1","NZ_CP062812.1","SAMN16304268",1,"CTX-M-1","Canada","North America","2017","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Sus scrofa domesticus","feces",NA,"Agriculture and Agri-Food Canada","plasmid"
"NZ_CP062969.1","NZ_CP062969.1","SAMN16327877",1,"TEM-238","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood sample",NA,"Banu Sancak","plasmid"
"NZ_CP062971.1","NZ_CP062971.1","SAMN16330218",2,"CTX-M-15,OXA-1","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood culture, Ankara",NA,"Banu Sancak","plasmid"
"NZ_CP062972.1","NZ_CP062972.1","SAMN16330218",1,"TEM-1","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood culture, Ankara",NA,"Banu Sancak","plasmid"
"NZ_CP062926.1","NZ_CP062926.1","SAMN16339631",1,"TEM-1","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood culture, Ankara",NA,"Banu Sancak","plasmid"
"NZ_CP062929.1","NZ_CP062929.1","SAMN16339682",1,"TEM-1","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood culture, Ankara",NA,"Banu Sancak","plasmid"
"NZ_CP062934.1","NZ_CP062934.1","SAMN16354869",2,"CTX-M-15,OXA-1","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood culture, Ankara",NA,"Banu Sancak","plasmid"
"NZ_CP062931.1","NZ_CP062931.1","SAMN16354875",2,"CTX-M-15,OXA-1","Turkey","Europe & Central Asia","2018","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","blood culture, Ankara",NA,"Banu Sancak","plasmid"
"NZ_CP066291.1","NZ_CP066291.1","SAMN16357153",1,"OXA-114h","Germany","Europe & Central Asia","missing","Achromobacter xylosoxidans","Achromobacter","Alcaligenaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP066085.1","NZ_CP066085.1","SAMN16357201",1,"TEM-1","US","North America","missing","Escherichia fergusonii","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"ATCC","chromosome"
"NZ_CP066086.1","NZ_CP066086.1","SAMN16357201",1,"TEM-1","US","North America","missing","Escherichia fergusonii","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"ATCC","plasmid"
"NZ_CP066016.1","NZ_CP066016.1","SAMN16357205",3,"TEM-1,OXA-23,OXA-69","US","North America","missing","Acinetobacter baumannii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"ATCC","chromosome"
"NZ_CP065966.1","NZ_CP065966.1","SAMN16357210",1,"OXA-396","US","North America","missing","Pseudomonas aeruginosa","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"ATCC","chromosome"
"NZ_CP068139.1","NZ_CP068139.1","SAMN16357245",1,"SHV-11","Germany","Europe & Central Asia","missing","Klebsiella pneumoniae","Klebsiella","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"Paul Ehrlich Institut","chromosome"
"NZ_CP068211.1","NZ_CP068211.1","SAMN16357260",1,"OXA-114h","Germany","Europe & Central Asia","missing","Achromobacter xylosoxidans","Achromobacter","Alcaligenaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP068195.1","NZ_CP068195.1","SAMN16357262",1,"OXA-309","Germany","Europe & Central Asia","missing","Acinetobacter johnsonii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP068187.1","NZ_CP068187.1","SAMN16357263",1,"OXA-645","Germany","Europe & Central Asia","missing","Acinetobacter johnsonii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP069537.1","NZ_CP069537.1","SAMN16357356",1,"OXA-500","Germany","Europe & Central Asia","missing","Acinetobacter pittii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP069504.1","NZ_CP069504.1","SAMN16357357",1,"OXA-500","Germany","Europe & Central Asia","missing","Acinetobacter pittii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP069586.1","NZ_CP069586.1","SAMN16357358",1,"OXA-820","Germany","Europe & Central Asia","missing","Acinetobacter pittii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP069496.1","NZ_CP069496.1","SAMN16357359",1,"OXA-500","Germany","Europe & Central Asia","missing","Acinetobacter pittii","Acinetobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","missing","missing",NA,"DSMZ","chromosome"
"NZ_CP069542.1","NZ_CP069542.1","SAMN16357390",2,"TEM-1,CTX-M-15","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
"NZ_CP069543.1","NZ_CP069543.1","SAMN16357390",1,"TEM-1","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069572.1","NZ_CP069572.1","SAMN16357392",1,"CTX-M-55","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069530.1","NZ_CP069530.1","SAMN16357394",1,"TEM-206","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069480.1","NZ_CP069480.1","SAMN16357399",1,"CTX-M-14","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
"NZ_CP069481.1","NZ_CP069481.1","SAMN16357399",1,"CTX-M-14","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069560.1","NZ_CP069560.1","SAMN16357401",3,"TEM-1,KPC-2,OXA-9","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069583.1","NZ_CP069583.1","SAMN16357407",2,"CTX-M-15,OXA-1","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
"NZ_CP069590.1","NZ_CP069590.1","SAMN16357408",3,"TEM-1,CTX-M-15,OXA-796","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069502.1","NZ_CP069502.1","SAMN16357410",1,"CMY-2","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP070157.1","NZ_CP070157.1","SAMN16357418",1,"CTX-M-14","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
"NZ_CP070103.1","NZ_CP070103.1","SAMN16357419",1,"CTX-M-32","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
"NZ_CP069957.1","NZ_CP069957.1","SAMN16357421",1,"CTX-M-14","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
"NZ_CP069959.1","NZ_CP069959.1","SAMN16357421",1,"TEM-243","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069974.1","NZ_CP069974.1","SAMN16357422",2,"TEM-1,CTX-M-15","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP070133.1","NZ_CP070133.1","SAMN16357423",2,"CTX-M-15,OXA-796","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069864.1","NZ_CP069864.1","SAMN16357424",2,"TEM-135,TEM-210","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP070171.1","NZ_CP070171.1","SAMN16357426",1,"TEM-1","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP070151.1","NZ_CP070151.1","SAMN16357427",1,"TEM-6","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP070008.1","NZ_CP070008.1","SAMN16357430",1,"TEM-1","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069883.1","NZ_CP069883.1","SAMN16357431",1,"TEM-1","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","plasmid"
"NZ_CP069980.1","NZ_CP069980.1","SAMN16357433",1,"CTX-M-14","US","North America","missing","Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Homo sapiens","missing",NA,"ARMADA","chromosome"
